"Name","ID","State","Notes","User","Tags","Created","Runtime","Sweep","alpha","beta","ckpt","indexpath","judgements","maxdocs","name","nrerank","quality_model","queryexp","querypath","resultpath","test","titleboost","topicpath","type","nDCG@5","nDCG@5_corr"
"prime-sweep-157","bccww0sk","finished","-","albyval97","","2021-05-06T08:01:42.000Z","96","pxf10n30","0.5","1.5","argument_quality/model_checkpoints/distilbert-base-uncased_best-epoch=04-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","normalize","0.7738",""
"clean-sweep-156","46u97h8w","finished","-","tommaso-green","","2021-05-06T07:59:57.000Z","1306044","pxf10n30","0.5","1.5","argument_quality/model_checkpoints/albert-base-v2_best-epoch=04-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8229","0.8229"
"gallant-sweep-155","tpi14zak","finished","-","albyval97","","2021-05-06T07:58:18.000Z","187","pxf10n30","0.5","1.5","argument_quality/model_checkpoints/albert-base-v2_best-epoch=04-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","normalize","0.7697",""
"dark-sweep-154","mkxfphji","finished","-","tommaso-green","","2021-05-06T07:56:30.000Z","197","pxf10n30","0.5","1.5","argument_quality/model_checkpoints/bert-base-uncased_best-epoch=07-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8267",""
"stilted-sweep-153","1v7ct8mu","finished","-","albyval97","","2021-05-06T07:55:09.000Z","1305929","pxf10n30","0.5","1.5","argument_quality/model_checkpoints/bert-base-uncased_best-epoch=07-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","normalize","0.7789","0.7789"
"different-sweep-152","xpdlsgqc","finished","-","tommaso-green","","2021-05-06T07:52:57.000Z","208","pxf10n30","0.5","1.1","argument_quality/model_checkpoints/roberta-base_best-epoch=08-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8101",""
"upbeat-sweep-151","wz4f5mqz","finished","-","albyval97","","2021-05-06T07:52:01.000Z","183","pxf10n30","0.5","1.1","argument_quality/model_checkpoints/roberta-base_best-epoch=08-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","normalize","0.7771",""
"desert-sweep-150","badkx4w3","finished","-","tommaso-green","","2021-05-06T07:50:45.000Z","127","pxf10n30","0.5","1.1","argument_quality/model_checkpoints/distilbert-base-uncased_best-epoch=04-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8151",""
"lemon-sweep-149","1ya0cjmg","finished","-","albyval97","","2021-05-06T07:50:21.000Z","1306232","pxf10n30","0.5","1.1","argument_quality/model_checkpoints/distilbert-base-uncased_best-epoch=04-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","normalize","0.7738","0.7738"
"toasty-sweep-148","t3t16ltg","finished","-","tommaso-green","","2021-05-06T07:47:04.000Z","207","pxf10n30","0.5","1.1","argument_quality/model_checkpoints/albert-base-v2_best-epoch=04-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8228",""
"wandering-sweep-147","9u8rywp3","finished","-","albyval97","","2021-05-06T07:46:56.000Z","188","pxf10n30","0.5","1.1","argument_quality/model_checkpoints/albert-base-v2_best-epoch=04-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","normalize","0.7697",""
"helpful-sweep-146","6ggm0sbi","finished","-","albyval97","","2021-05-06T07:43:54.000Z","1307466","pxf10n30","0.5","1.1","argument_quality/model_checkpoints/bert-base-uncased_best-epoch=07-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.7816","0.7816"
"kind-sweep-145","smbp1jbv","finished","-","tommaso-green","","2021-05-06T07:43:45.000Z","188","pxf10n30","0.5","1.1","argument_quality/model_checkpoints/bert-base-uncased_best-epoch=07-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","normalize","0.8255",""
"confused-sweep-144","0qnfbpp6","finished","-","albyval97","","2021-05-06T07:40:45.000Z","1306667","pxf10n30","0.5","0.8","argument_quality/model_checkpoints/roberta-base_best-epoch=08-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.7627","0.7627"
"cerulean-sweep-143","1mg0slqg","finished","-","tommaso-green","","2021-05-06T07:40:15.000Z","1306807","pxf10n30","0.5","0.8","argument_quality/model_checkpoints/roberta-base_best-epoch=08-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","normalize","0.8187","0.8187"
"jumping-sweep-142","cpchto59","finished","-","albyval97","","2021-05-06T07:39:04.000Z","97","pxf10n30","0.5","0.8","argument_quality/model_checkpoints/distilbert-base-uncased_best-epoch=04-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.7684",""
"pretty-sweep-141","9fx7wpkm","finished","-","albyval97","","2021-05-06T07:37:25.000Z","97","pxf10n30","0.5","0.8","argument_quality/model_checkpoints/distilbert-base-uncased_best-epoch=04-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","normalize","0.7738",""
"dazzling-sweep-140","9xkvgq0y","finished","-","tommaso-green","","2021-05-06T07:36:23.000Z","213","pxf10n30","0.5","0.8","argument_quality/model_checkpoints/albert-base-v2_best-epoch=04-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8228",""
"swift-sweep-139","p7fgyoy2","finished","-","albyval97","","2021-05-06T07:34:13.000Z","185","pxf10n30","0.5","0.8","argument_quality/model_checkpoints/albert-base-v2_best-epoch=04-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","normalize","0.7697",""
"volcanic-sweep-138","efzux3h1","finished","-","tommaso-green","","2021-05-06T07:32:46.000Z","199","pxf10n30","0.5","0.8","argument_quality/model_checkpoints/bert-base-uncased_best-epoch=07-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8271",""
"silvery-sweep-137","b3zkjbyr","finished","-","albyval97","","2021-05-06T07:30:56.000Z","181","pxf10n30","0.5","0.8","argument_quality/model_checkpoints/bert-base-uncased_best-epoch=07-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","normalize","0.7789",""
"divine-sweep-136","7o6myxlc","finished","-","tommaso-green","","2021-05-06T07:29:25.000Z","1308414","pxf10n30","0.5","0.3","argument_quality/model_checkpoints/roberta-base_best-epoch=08-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8252","0.8252"
"ethereal-sweep-135","bqvxtbt6","finished","-","albyval97","","2021-05-06T07:27:43.000Z","188","pxf10n30","0.5","0.3","argument_quality/model_checkpoints/roberta-base_best-epoch=08-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","normalize","0.7771",""
"silvery-sweep-134","rtrln29c","finished","-","albyval97","","2021-05-06T07:26:04.000Z","97","pxf10n30","0.5","0.3","argument_quality/model_checkpoints/distilbert-base-uncased_best-epoch=04-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.7768",""
"leafy-sweep-133","bdfn8brv","finished","-","albyval97","","2021-05-06T07:24:16.000Z","98","pxf10n30","0.5","0.3","argument_quality/model_checkpoints/distilbert-base-uncased_best-epoch=04-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","normalize","0.7738",""
"stellar-sweep-132","qs5v3eon","finished","-","albyval97","","2021-05-06T07:21:02.000Z","189","pxf10n30","0.5","0.3","argument_quality/model_checkpoints/albert-base-v2_best-epoch=04-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.7721",""
"ethereal-sweep-131","nzmqjqnl","finished","-","albyval97","","2021-05-06T07:17:39.000Z","188","pxf10n30","0.5","0.3","argument_quality/model_checkpoints/albert-base-v2_best-epoch=04-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","normalize","0.7697",""
"robust-sweep-130","jecyn35m","finished","-","albyval97","","2021-05-06T07:14:31.000Z","185","pxf10n30","0.5","0.3","argument_quality/model_checkpoints/bert-base-uncased_best-epoch=07-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.7768",""
"clean-sweep-129","yi0ub3ek","finished","-","albyval97","","2021-05-06T07:11:17.000Z","185","pxf10n30","0.5","0.3","argument_quality/model_checkpoints/bert-base-uncased_best-epoch=07-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","normalize","0.7789",""
"smooth-sweep-128","nnj2keqz","finished","-","albyval97","","2021-05-06T07:08:03.000Z","187","pxf10n30","0.5","0.2","argument_quality/model_checkpoints/roberta-base_best-epoch=08-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","normalize","0.7771",""
"fluent-sweep-127","u77qke7y","finished","-","albyval97","","2021-05-06T07:06:18.000Z","100","pxf10n30","0.5","0.2","argument_quality/model_checkpoints/distilbert-base-uncased_best-epoch=04-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.7791",""
"dark-sweep-126","ony1vrwg","finished","-","albyval97","","2021-05-06T07:04:28.000Z","105","pxf10n30","0.5","0.2","argument_quality/model_checkpoints/distilbert-base-uncased_best-epoch=04-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","normalize","0.7738",""
"clear-sweep-128","kxt1g2dp","finished","-","albyval97","","2021-05-06T07:00:44.000Z","221","pxf10n30","0.5","0.2","argument_quality/model_checkpoints/roberta-base_best-epoch=08-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.7813",""
"silvery-sweep-124","6vihvmvk","finished","-","tommaso-green","","2021-05-06T03:35:06.000Z","1322441","pxf10n30","0.5","0.2","argument_quality/model_checkpoints/albert-base-v2_best-epoch=04-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8164","0.8164"
"solar-sweep-123","iyj9upt8","finished","-","tommaso-green","","2021-05-06T03:31:48.000Z","193","pxf10n30","0.5","0.2","argument_quality/model_checkpoints/albert-base-v2_best-epoch=04-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","normalize","0.8162",""
"spring-sweep-122","cch5387v","finished","-","tommaso-green","","2021-05-06T03:28:49.000Z","174","pxf10n30","0.5","0.2","argument_quality/model_checkpoints/bert-base-uncased_best-epoch=07-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8266",""
"expert-sweep-121","x1qsg0il","finished","-","tommaso-green","","2021-05-06T03:25:46.000Z","178","pxf10n30","0.5","0.2","argument_quality/model_checkpoints/bert-base-uncased_best-epoch=07-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","normalize","0.8255",""
"sweepy-sweep-120","uhpt6mqt","finished","-","tommaso-green","","2021-05-06T03:22:43.000Z","180","pxf10n30","0.5","0.1","argument_quality/model_checkpoints/roberta-base_best-epoch=08-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8214",""
"noble-sweep-119","fwjq2z2j","finished","-","tommaso-green","","2021-05-06T03:19:40.000Z","178","pxf10n30","0.5","0.1","argument_quality/model_checkpoints/roberta-base_best-epoch=08-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","normalize","0.8187",""
"expert-sweep-118","r4vu3xr5","finished","-","tommaso-green","","2021-05-06T03:17:55.000Z","102","pxf10n30","0.5","0.1","argument_quality/model_checkpoints/distilbert-base-uncased_best-epoch=04-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8186",""
"fearless-sweep-117","d1t2ay81","finished","-","tommaso-green","","2021-05-06T03:16:05.000Z","105","pxf10n30","0.5","0.1","argument_quality/model_checkpoints/distilbert-base-uncased_best-epoch=04-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","normalize","0.8165",""
"comic-sweep-116","1acm8rqj","finished","-","tommaso-green","","2021-05-06T03:12:51.000Z","1322821","pxf10n30","0.5","0.1","argument_quality/model_checkpoints/albert-base-v2_best-epoch=04-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8183","0.8183"
"ancient-sweep-115","tdri51zd","finished","-","tommaso-green","","2021-05-06T03:09:37.000Z","187","pxf10n30","0.5","0.1","argument_quality/model_checkpoints/albert-base-v2_best-epoch=04-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","normalize","0.8162",""
"exalted-sweep-114","kq8zw3g7","finished","-","tommaso-green","","2021-05-06T03:06:39.000Z","175","pxf10n30","0.5","0.1","argument_quality/model_checkpoints/bert-base-uncased_best-epoch=07-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.825",""
"vocal-sweep-113","5gq5vbd5","finished","-","tommaso-green","","2021-05-06T03:03:41.000Z","1324028","pxf10n30","0.5","0.1","argument_quality/model_checkpoints/bert-base-uncased_best-epoch=07-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","normalize","0.8255","0.8255"
"clean-sweep-112","7r51h7bs","finished","-","tommaso-green","","2021-05-06T03:00:32.000Z","1324599","pxf10n30","0.2","2","argument_quality/model_checkpoints/roberta-base_best-epoch=08-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8108","0.8108"
"summer-sweep-111","5v59lu8w","finished","-","tommaso-green","","2021-05-06T02:57:29.000Z","1324522","pxf10n30","0.2","2","argument_quality/model_checkpoints/roberta-base_best-epoch=08-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","normalize","0.8233","0.8233"
"misunderstood-sweep-110","5twrb60f","finished","-","tommaso-green","","2021-05-06T02:55:39.000Z","1324587","pxf10n30","0.2","2","argument_quality/model_checkpoints/distilbert-base-uncased_best-epoch=04-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8156","0.8156"
"fast-sweep-109","3pbpzte5","finished","-","tommaso-green","","2021-05-06T02:53:49.000Z","1324353","pxf10n30","0.2","2","argument_quality/model_checkpoints/distilbert-base-uncased_best-epoch=04-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","normalize","0.8234","0.8234"
"woven-sweep-108","8pceac1d","finished","-","tommaso-green","","2021-05-06T02:50:29.000Z","1325380","pxf10n30","0.2","2","argument_quality/model_checkpoints/albert-base-v2_best-epoch=04-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8229","0.8229"
"comfy-sweep-107","22pfbpyl","finished","-","tommaso-green","","2021-05-06T02:47:16.000Z","1324447","pxf10n30","0.2","2","argument_quality/model_checkpoints/albert-base-v2_best-epoch=04-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","normalize","0.8174","0.8174"
"fallen-sweep-106","u7qhy4ps","finished","-","tommaso-green","","2021-05-06T02:44:17.000Z","175","pxf10n30","0.2","2","argument_quality/model_checkpoints/bert-base-uncased_best-epoch=07-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8269",""
"laced-sweep-105","rjw2r3r7","finished","-","tommaso-green","","2021-05-06T02:41:12.000Z","179","pxf10n30","0.2","2","argument_quality/model_checkpoints/bert-base-uncased_best-epoch=07-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","normalize","0.8246",""
"frosty-sweep-104","bkx3b7es","finished","-","tommaso-green","","2021-05-06T02:37:58.000Z","189","pxf10n30","0.2","1.5","argument_quality/model_checkpoints/roberta-base_best-epoch=08-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8109",""
"glorious-sweep-103","s6t1b0q7","finished","-","tommaso-green","","2021-05-06T02:34:54.000Z","179","pxf10n30","0.2","1.5","argument_quality/model_checkpoints/roberta-base_best-epoch=08-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","normalize","0.8233",""
"fallen-sweep-102","rk84r8ky","finished","-","tommaso-green","","2021-05-06T02:33:04.000Z","105","pxf10n30","0.2","1.5","argument_quality/model_checkpoints/distilbert-base-uncased_best-epoch=04-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8151",""
"earthy-sweep-101","izyklj72","finished","-","tommaso-green","","2021-05-06T02:31:19.000Z","103","pxf10n30","0.2","1.5","argument_quality/model_checkpoints/distilbert-base-uncased_best-epoch=04-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","normalize","0.8234",""
"fiery-sweep-100","j07imnfs","finished","-","tommaso-green","","2021-05-06T02:28:05.000Z","188","pxf10n30","0.2","1.5","argument_quality/model_checkpoints/albert-base-v2_best-epoch=04-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8243",""
"major-sweep-99","h5wyo7g8","finished","-","tommaso-green","","2021-05-06T02:24:52.000Z","190","pxf10n30","0.2","1.5","argument_quality/model_checkpoints/albert-base-v2_best-epoch=04-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","normalize","0.8174",""
"winter-sweep-98","8yb8hj6b","finished","-","tommaso-green","","2021-05-06T02:21:48.000Z","182","pxf10n30","0.2","1.5","argument_quality/model_checkpoints/bert-base-uncased_best-epoch=07-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8273",""
"decent-sweep-97","qwek4bcs","finished","-","tommaso-green","","2021-05-06T02:18:50.000Z","176","pxf10n30","0.2","1.5","argument_quality/model_checkpoints/bert-base-uncased_best-epoch=07-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","normalize","0.8246",""
"eternal-sweep-96","enkpbg29","finished","-","tommaso-green","","2021-05-06T02:15:47.000Z","181","pxf10n30","0.2","1.1","argument_quality/model_checkpoints/roberta-base_best-epoch=08-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8103",""
"silvery-sweep-95","btics58t","finished","-","tommaso-green","","2021-05-06T02:12:43.000Z","181","pxf10n30","0.2","1.1","argument_quality/model_checkpoints/roberta-base_best-epoch=08-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","normalize","0.8233",""
"comic-sweep-94","t9slqr9m","finished","-","tommaso-green","","2021-05-06T02:10:53.000Z","104","pxf10n30","0.2","1.1","argument_quality/model_checkpoints/distilbert-base-uncased_best-epoch=04-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8154",""
"ancient-sweep-93","lzdcdlrz","finished","-","tommaso-green","","2021-05-06T02:09:03.000Z","103","pxf10n30","0.2","1.1","argument_quality/model_checkpoints/distilbert-base-uncased_best-epoch=04-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","normalize","0.8234",""
"fresh-sweep-92","98awl2vw","finished","-","tommaso-green","","2021-05-06T02:05:49.000Z","188","pxf10n30","0.2","1.1","argument_quality/model_checkpoints/albert-base-v2_best-epoch=04-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8231",""
"serene-sweep-91","06fsti49","finished","-","tommaso-green","","2021-05-06T02:02:28.000Z","1326911","pxf10n30","0.2","1.1","argument_quality/model_checkpoints/albert-base-v2_best-epoch=04-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","normalize","0.8174","0.8174"
"blooming-sweep-90","5ufxau8t","finished","-","tommaso-green","","2021-05-06T01:58:41.000Z","1328035","pxf10n30","0.2","1.1","argument_quality/model_checkpoints/bert-base-uncased_best-epoch=07-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8269","0.8269"
"glad-sweep-89","5h9rnwnd","finished","-","tommaso-green","","2021-05-06T01:55:22.000Z","1328142","pxf10n30","0.2","1.1","argument_quality/model_checkpoints/bert-base-uncased_best-epoch=07-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","normalize","0.8246","0.8246"
"sweet-sweep-88","7rpnqxoi","finished","-","tommaso-green","","2021-05-06T01:52:13.000Z","1328714","pxf10n30","0.2","0.8","argument_quality/model_checkpoints/roberta-base_best-epoch=08-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8108","0.8108"
"rich-sweep-87","y6jpze56","finished","-","tommaso-green","","2021-05-06T01:49:04.000Z","182","pxf10n30","0.2","0.8","argument_quality/model_checkpoints/roberta-base_best-epoch=08-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","normalize","0.8233",""
"dulcet-sweep-86","67n6pdwg","finished","-","tommaso-green","","2021-05-06T01:47:14.000Z","1328835","pxf10n30","0.2","0.8","argument_quality/model_checkpoints/distilbert-base-uncased_best-epoch=04-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8143","0.8143"
"visionary-sweep-85","xsi7baqe","finished","-","tommaso-green","","2021-05-06T01:45:24.000Z","106","pxf10n30","0.2","0.8","argument_quality/model_checkpoints/distilbert-base-uncased_best-epoch=04-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","normalize","0.8234",""
"clear-sweep-84","flqc35a9","finished","-","tommaso-green","","2021-05-06T01:42:05.000Z","194","pxf10n30","0.2","0.8","argument_quality/model_checkpoints/albert-base-v2_best-epoch=04-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8231",""
"elated-sweep-83","i0ih34cj","finished","-","tommaso-green","","2021-05-06T01:38:51.000Z","190","pxf10n30","0.2","0.8","argument_quality/model_checkpoints/albert-base-v2_best-epoch=04-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","normalize","0.8174",""
"good-sweep-82","gau6qnv4","finished","-","tommaso-green","","2021-05-06T01:35:53.000Z","176","pxf10n30","0.2","0.8","argument_quality/model_checkpoints/bert-base-uncased_best-epoch=07-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8273",""
"solar-sweep-81","3hiw91sn","finished","-","tommaso-green","","2021-05-06T01:32:51.000Z","1329155","pxf10n30","0.2","0.8","argument_quality/model_checkpoints/bert-base-uncased_best-epoch=07-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","normalize","0.8246","0.8246"
"clear-sweep-80","fd08w4t0","finished","-","tommaso-green","","2021-05-06T01:29:48.000Z","179","pxf10n30","0.2","0.3","argument_quality/model_checkpoints/roberta-base_best-epoch=08-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8225",""
"generous-sweep-79","ahx974gi","finished","-","tommaso-green","","2021-05-06T01:26:44.000Z","180","pxf10n30","0.2","0.3","argument_quality/model_checkpoints/roberta-base_best-epoch=08-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","normalize","0.8233",""
"clear-sweep-78","plym670d","finished","-","tommaso-green","","2021-05-06T01:24:55.000Z","106","pxf10n30","0.2","0.3","argument_quality/model_checkpoints/distilbert-base-uncased_best-epoch=04-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8215",""
"crimson-sweep-77","cw2totd9","finished","-","tommaso-green","","2021-05-06T01:23:05.000Z","106","pxf10n30","0.2","0.3","argument_quality/model_checkpoints/distilbert-base-uncased_best-epoch=04-val_r2=0.62.ckpt","","","100","","5","","no","","","","0","","normalize","0.8234",""
"misunderstood-sweep-76","96xmdsk4","finished","-","tommaso-green","","2021-05-06T01:19:50.000Z","193","pxf10n30","0.2","0.3","argument_quality/model_checkpoints/albert-base-v2_best-epoch=04-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","sigmoid","0.8153",""
"polar-sweep-75","5v5snu3h","finished","-","tommaso-green","","2021-05-06T01:16:36.000Z","1330591","pxf10n30","0.2","0.3","argument_quality/model_checkpoints/albert-base-v2_best-epoch=04-val_r2=0.60.ckpt","","","100","","5","","no","","","","0","","normalize","0.8174","0.8174"
